2019-11-19T13:20:00.125+03:00,@darthvader  May the 4th be with you too,1.0
2019-11-19T12:40:00.168+03:00,@BlondeNoa thanks girl,1.0
2019-11-19T11:40:00.909+03:00,"\"@BlokeyMan yes it is",0.0
2019-11-19T13:00:00.137+03:00,@bloodcicle use  freeballin'! in a haiku please,0.0
2019-11-19T12:20:00.148+03:00,@DarrylCottrell amen brother!a.men. awww 1951..i'm gonna miss that place  too many good times! i want a panty party sleepover,1.0
2019-11-19T12:00:00.157+03:00,@DarrenRoberts little people awake in the night  argggghhh lol,0.0
2019-11-19T13:20:00.125+03:00,"\"@DarthSalem thank you",0.0
2019-11-19T12:40:00.168+03:00,@Blondieningirl I know it doesn't haha.  *evil laugh*,0.0
2019-11-19T12:00:00.157+03:00,"\"@darrenporter Hehe you're right",0.0
2019-11-19T11:40:00.909+03:00,@BlondeByDesign maybe he'd go for a bottle of wine and a dinner outdoors? haha  let us know what happens ?,0.0
2019-11-19T12:20:00.148+03:00,@darronm Also follow Darron he convinced me to Twitter &amp; has an independent music blog on his space!,1.0
2019-11-19T13:00:00.137+03:00,"\"@bloodrose_  Hey",0.0
2019-11-19T12:00:00.157+03:00,"\"@BlondEMd Try Tweetie",1.0
2019-11-19T12:40:00.168+03:00,"\"@BlondMobile Data is 100 MB",0.0
2019-11-19T13:20:00.125+03:00,@Darthbudge I hope it wasn't clothing or food.,1.0
2019-11-19T11:40:00.909+03:00,@BlokesLib You? Old? You can't possibly be more than 22,0.0
2019-11-19T12:20:00.148+03:00,"\"@DarryleP I just have one",1.0
2019-11-19T13:00:00.137+03:00,@bloodcurdling I've must of missed the first one. I'm a bad JT fan,0.0
2019-11-19T13:20:00.125+03:00,@DarthTraya I try to not compare @themarajade and @biddygirl. I'll leave those thoughts to @jedijon,1.0
2019-11-19T12:40:00.168+03:00,@blondepinky3 james has english language tomorrow,0.0
2019-11-19T13:20:00.125+03:00,@darthrazorback Sorry! Voting!,0.0
2019-11-19T12:00:00.157+03:00,@DarrenRoberts I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now,1.0
2019-11-19T12:00:00.157+03:00,@darrenporter hehe...nice try,1.0
2019-11-19T13:00:00.137+03:00,@bloodrainbow we're all waiting for you and the kettles on,0.0
2019-11-19T12:20:00.148+03:00,@darrlingk They must know your coming. Theyve failed me b4,1.0
2019-11-19T12:40:00.168+03:00,@BlondieMcB  Good thing you didn't TwitPic!,0.0
2019-11-19T12:40:00.168+03:00,@blondjamesblond I know! Yeah Jillys would be good.  Britney will be awesome too. The tickets have been dispatched! x,1.0
2019-11-19T13:20:00.125+03:00,@darthchavie : u dnt need to. if u've signed in to wordpress it will automatically detect you. nothing 4 blogspot users.. except email.,0.0
2019-11-19T12:00:00.157+03:00,@darrenmonroe Nice article on aff marketing...btw you gotta do something about your permalinks.,1.0
2019-11-19T13:00:00.137+03:00,@bloodhoundgang deeeeee what happened?!,0.0
2019-11-19T12:00:00.157+03:00,"\"@DarrenRoberts good thanks lovely",1.0
2019-11-19T13:20:00.125+03:00,@darthstorm528 Omg I love Daria but its only on the spanish MTV now!,1.0
2019-11-19T12:40:00.168+03:00,@BlondeNoa aww I'm so sorry to hear that  I've been away and I come back tonight and I doubt well see each other either,0.0
2019-11-19T13:00:00.137+03:00,@bloodbelieve sweeet. i'll probably stick it up on wednesday. i am slowly working through a synoptic paper right now,0.0
2019-11-19T12:20:00.148+03:00,"\"@darrylin lmao how did I know you would take offense to that? Also",0.0
2019-11-19T11:40:00.909+03:00,@BlokesLib wow are you feeling ok? sounds like you need help eating them! send em over,1.0
2019-11-19T12:20:00.148+03:00,"\"@darryl1974 Wow",0.0
2019-11-19T12:00:00.157+03:00,@darrenmonroe we keep working on it...step by step...going on 3rd brain surgery...meds just don't like me!  thank you!!,1.0
2019-11-19T13:20:00.125+03:00,"\"@DarthAuctora16 where do you live",0.0
2019-11-19T12:40:00.168+03:00,@blondishnet even I can't FTP to Fan History.  No FTP installed.,1.0
2019-11-19T12:20:00.148+03:00,@darrkwillow what Chris said,0.0
2019-11-19T13:00:00.137+03:00,@BloodThorne  I know my man!!,1.0
2019-11-19T13:20:00.125+03:00,@DarthSatanus I completely understand..wish I could give ya advice,0.0
2019-11-19T13:00:00.137+03:00,@bloodhoundgang i'm sorry your tooth is so retarded,0.0
2019-11-19T12:00:00.157+03:00,@darrenram Good luck! Great weather  Have fun,1.0
2019-11-19T12:20:00.148+03:00,@DarrylParker Sure.  Looking forward to some R &amp; D myself,0.0
2019-11-19T13:00:00.137+03:00,"\"@BloodBruthaz lol thankz",0.0
2019-11-19T11:40:00.909+03:00,@BlokesLib Whats the name of that movie?,0.0
2019-11-19T12:40:00.168+03:00,@BlondeNoa i prefer it tbh  its a bit of a girlz drink ;),0.0
2019-11-19T13:20:00.125+03:00,@darthbender Still not ready.,0.0
2019-11-19T12:20:00.148+03:00,"\"@darryl1974 Ahh",0.0
2019-11-19T12:00:00.157+03:00,@darrennakao Have a great night.,1.0
2019-11-19T13:00:00.137+03:00,@bloodrush545 Ugh. Pizza would be fantastic right now. Too bad this isn't phx. No pizza places open ppast like 10 here.,0.0
2019-11-19T12:20:00.148+03:00,"\"@DarrisHoskins I want to surf the web and twitter about it",0.0
2019-11-19T12:40:00.168+03:00,"\"@Blondiie7 I found a dress 4 Saturday",0.0
2019-11-19T11:40:00.909+03:00,@BlondeBlogger No worries for the #ff  hope all is well x,1.0
2019-11-19T12:20:00.148+03:00,@darrinreeves &quot;tate st ives&quot;...like the roof cafe,0.0
2019-11-19T13:00:00.137+03:00,"\"@bloodycountesss yeah",0.0
2019-11-19T12:40:00.168+03:00,@BlondieDC I'm hoping for Rome everyday I'm on call,0.0
2019-11-19T13:20:00.125+03:00,@darthchrista Big Canoe Mtns here we come! I never did get my chores done. As soon as we hung up B woke up crying.,0.0
2019-11-19T12:00:00.157+03:00,@BlondeByDesign Thanks for the hello on Tuesday  Happy Wed! #WYGIWYG &quot;What you Give is What you Get&quot;,1.0
2019-11-19T13:00:00.137+03:00,"\"@darth_mall yeah",0.0
2019-11-19T11:40:00.909+03:00,@blonde20 Your website looks great! Congratulations,1.0
2019-11-19T13:00:00.137+03:00,"\"@blondyRMT Yeah",0.0
2019-11-19T12:20:00.148+03:00,@DarrylRMSG Perfect way to spend Victoria Day! Just watch the temps with the plants - it's been pretty cold the last few nights,1.0
2019-11-19T12:40:00.168+03:00,@BlondeRosalie i hope you found something to do!,1.0
2019-11-19T13:20:00.125+03:00,"\"@darthmig you have aids",0.0
2019-11-19T12:00:00.157+03:00,"\"@darrensoh when there's a will",0.0
2019-11-19T12:20:00.148+03:00,@darscan you should really do a video walkthrough of a robotlegs project. It would be a good place for us noobs to start,1.0
2019-11-19T12:40:00.168+03:00,@BlondieBrittni Hahah fun stuff ... i want ice cream,1.0
2019-11-19T11:40:00.909+03:00,"\"@BlondeBlogger Your welcome darlin",0.0
2019-11-19T13:00:00.137+03:00,@bloodyc where are my red roses??? u didn't give me any  sniff sniff,0.0
2019-11-19T12:20:00.148+03:00,@darrin0101 you're working tonight??,0.0
2019-11-19T12:00:00.157+03:00,@BlondeByDesign Thanks my dear Sprite.  It is all working out.,1.0
2019-11-19T13:00:00.137+03:00,@darsoid another headcake?,0.0
2019-11-19T13:20:00.125+03:00,@DarthEdward yeah. lol. i guess i understand that. all my friends are going seperate ways after graduation,0.0
2019-11-19T12:40:00.168+03:00,"\"@Blondie_1985 - awwwwww!  We'll survive somehow",0.0
2019-11-19T11:40:00.909+03:00,@Blonde_M DAMN YOU! I want muffins and tea. Tea I can manage. Muffins are forbidden,0.0
2019-11-19T12:20:00.148+03:00,@darrylwoodson LMBO!!! umm.. in the closet,0.0
2019-11-19T13:00:00.137+03:00,"\"@bloodandguts Dude",0.0
2019-11-19T12:00:00.157+03:00,@DarrenRuane Yes please!!! Want so see more gorgeous pics of Dublin  Have fun!!!! Buying shoes = heaven ;D,0.0
2019-11-19T12:20:00.148+03:00,"\"@BlondeNklutzi It was sooooo good",1.0
2019-11-19T13:20:00.125+03:00,@Darthious Bah! Lightweight.,0.0
2019-11-19T13:20:00.125+03:00,@darthchilli but my legs blind people because it's so pale,1.0
2019-11-19T12:00:00.157+03:00,@blondechicken can they DO that even?! Sounds very shady!,0.0
2019-11-19T12:20:00.148+03:00,"\"@darrin_bodner btw",0.0
2019-11-19T13:00:00.137+03:00,@darshany  !,1.0
2019-11-19T11:40:00.909+03:00,@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2,1.0
2019-11-19T12:40:00.168+03:00,"\"@blondielv well...get that day off! hahaha. just kidding",1.0
2019-11-19T13:20:00.125+03:00,@darthhamster Follow me then!,0.0
2019-11-19T13:20:00.125+03:00,@darthnowitzki Im available this afternoon. Or anytime really,0.0
